,순번,프레스명,작업일자,주/야간,수주번호,시리얼번호,할당가열로,장입가열로,수주치수,사내재질,단조작업내역,비고,강종,수량,투입중량,투입수량,원단위가스량,시작시간
4599,4542,P15,2020-06-17,야간,200514-12005-003,1,"19,18,17,06",가열로18호기,"725.00 X 0.00 X 10805.00
",SF490VM1,"6/17 06시 입고 예정(열괴)
6/18 작업분",,CARBON,1,47100,1,30.18,2020-06-17 06:03
4600,4543,P15,2020-06-17,야간,200415-70190-001,6,"19,18,17,06",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"6/17 06시 입고 예정(열괴)
6/18 작업분",,ALLOY,1,66600,1,42.68,2020-06-17 06:03
4601,4546,P15,2020-06-17,야간,200415-70190-002,5,"19,18,17,06",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,코깅바 사용  1차작업,,ALLOY,1,30140,1,19.32,2020-06-17 06:03
4602,4588,P15,2020-06-18,야간,200415-70190-001,6,"20,18",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,투입완료  COG,,ALLOY,1,66600,1,21.86,2020-06-18 03:27
4603,4587,P15,2020-06-18,야간,200514-12005-003,1,"20,18",가열로18호기,"725.00 X 0.00 X 10805.00
",SF490VM1,투입완료 시방서 참고,,CARBON,1,47100,1,15.46,2020-06-18 03:27
4604,4586,P15,2020-06-18,야간,200415-70190-002,6,"20,18",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,투입완료  COG,,ALLOY,1,38600,1,12.67,2020-06-18 03:27
4605,4740,P15,2020-06-23,주간,200415-70190-004,1,"19,18,17,15",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,"6/22 15~17시 입고 예정(열괴)  COG
6/23 야간작업분",18호기,ALLOY,1,38600,1,21.46,2020-06-22 11:15
4606,4739,P15,2020-06-23,주간,200311-15088-002,1,"19,18,17,15",가열로18호기,"2185.00 X 1100.00 X 1888.00
",SF490V,"6/22 20~21시 입고 예정(열괴)  COG
6/23 야간작업분",18호기,CARBON,1,70100,1,38.98,2020-06-22 11:15
4607,4738,P15,2020-06-23,주간,200415-70190-003,1,"19,18,17,15",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"6/22 20~22시 입고 예정(열괴)  COG
마지막 작업",18호기,ALLOY,1,66600,1,37.03,2020-06-22 11:15
4608,4743,P15,2020-06-23,야간,200415-70190-004,1,"06,17,18",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,투입완료  COG ,18호기,ALLOY,1,38600,1,10.93,2020-06-23 14:24
4609,4742,P15,2020-06-23,야간,200311-15088-002,1,"06,17,18",가열로18호기,"2185.00 X 1100.00 X 1888.00
",SF490V,투입완료  COG ,18호기,CARBON,1,70100,1,19.86,2020-06-23 14:24
4610,4779,P15,2020-06-24,야간,200414-12005-003,"1,2","19,18,06",가열로18호기,"685.00 X 0.00 X 9265.00
",SF490VM1,6/24 04시 입고 예정(열괴)  시방서 참고,,CARBON,2,35500,2,26.12,2020-06-24 03:55
4611,4778,P15,2020-06-24,야간,190815-15111-002,"1,2","19,18,06",가열로18호기,"745.00 X 0.00 X 12007.00
",SF490V,6/24 06시 입고 예정(열괴)  6/25 주간작업,,CARBON,2,55100,2,40.54,2020-06-24 03:55
4612,4812,P15,2020-06-25,주간,190815-15111-002,"1,2","19,18,13",가열로18호기,"745.00 X 0.00 X 12007.00
",SF490V,투입완료  시방서 참고,,CARBON,2,55100,2,22.37,2020-06-25 04:54
4613,4860,P15,2020-06-26,주간,200415-70190-001,5,"20,19,18",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"5,6차작업(우마작업, 황지 마무리)
3500*2400*1295",,ALLOY,1,56280,1,80.33,2020-06-25 18:54
4614,4858,P15,2020-06-26,주간,200520-12005-001,1,"20,19,18",가열로18호기,"1190.00 X 716.00 X 5265.00
",SF490VM1,코깅바 사용  1차작업 시방서 참고,,CARBON,1,26500,1,37.83,2020-06-25 18:54
4615,4861,P15,2020-06-26,주간,200204-19411-114,"3,4","20,19,18",가열로18호기,"6000.00 X 5354.00 X 199.00
",TWS355,400T  6/26 야간작업분,,CARBON,4,12555,4,17.92,2020-06-25 18:54
4616,4870,P15,2020-06-26,야간,200204-19411-114,"3,4","18,17",가열로18호기,"6000.00 X 5354.00 X 199.00
",TWS355,400T  투입완료  작업 2회 실시,,CARBON,4,12555,4,26.25,2020-06-26 11:20
4617,4871,P15,2020-06-26,야간,200520-12005-001,1,"18,17",가열로18호기,"1190.00 X 716.00 X 5265.00
",SF490VM1,"2,3차작업 시방서 참고 ",,CARBON,1,26500,1,55.4,2020-06-26 11:20
4618,4903,P15,2020-06-29,주간,200612-19133-001,1,"19,18,17",가열로18호기,"1420.00 X 0.00 X 650.00
",A350LF2,"700t  1,2차작업  절단완료 
마무리시 표면에 물 분사",,CARBON,1,9800,1,28.2,2020-06-27 06:19
4619,4904,P15,2020-06-29,주간,200217-12333-001,1,"19,18,17",가열로18호기,"1190.00 X 440.00 X 1660.00
",S45C,"엠지상사껀 수정 1차작업
작업후 P5로 이동  6/29 투입",,CARBON,1,7849,1,22.59,2020-06-27 06:19
4620,4900,P15,2020-06-29,주간,200616-15226-003,1,"19,18,17",가열로18호기,"1280.00 X 0.00 X 1289.00
",F22,"코깅바 통째로 투입  1차작업
6/26 투입",,ALLOY,1,20700,1,59.57,2020-06-27 06:19
4621,4895,P15,2020-06-29,주간,200415-70190-003,2,"19,18,17",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"코깅바 6/26 투입  1차작업
3500*2400*1295",,ALLOY,1,56280,1,161.95,2020-06-27 06:19
4622,4894,P15,2020-06-29,주간,200415-70190-004,2,"19,18,17",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,코깅바 사용  6/26 투입  1차작업,,ALLOY,1,30140,1,86.73,2020-06-27 06:19
4623,4950,P15,2020-06-30,주간,200318-19184-001,"1,2","20,19,18",가열로18호기,"6573.00 X 5870.00 X 324.00
",S355Mn,"700T 1,2차작업  시방서 참고
필히 2회 작업 실시",,CARBON,2,25450,2,32.57,2020-06-29 18:32
4624,4949,P15,2020-06-30,주간,200415-70190-003,2,"20,19,18",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"2,3차작업 3550*2400*1280",,ALLOY,1,56280,1,72.02,2020-06-29 18:32
4625,4991,P15,2020-07-01,주간,200423-99010-007,1,"20,19,18,06",가열로18호기,"3500SQ X 3016.2SQ X 600T
",S355NL,"6/30 주간 이동  1차작업 시방서 참고
오후 작업",,CARBON,1,91370,1,13.45,2020-06-30 14:29
4626,4992,P15,2020-07-01,주간,200415-70190-003,2,"20,19,18,06",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"4,5차작업(황지 마무리)
3550*2400*1280",,ALLOY,1,56280,1,8.29,2020-06-30 14:29
4627,5010,P15,2020-07-01,야간,200423-99010-007,1,"20,18,17,06",가열로18호기,"3500SQ X 3016.2SQ X 600T
",S355NL,7/2 주간작업분,18호기,CARBON,1,91370,1,47.2,2020-07-01 15:09
4628,5011,P15,2020-07-01,야간,200616-19234-006,"1,2,3","20,18,17,06",가열로18호기,"6500.00 X 5880.00 X 250.00
",TWS355,700T   2회 작업  단조비 충분히 줄 것,18호기,CARBON,3,17335,3,8.96,2020-07-01 15:09
4629,5044,P15,2020-07-02,주간,200423-99010-007,1,"19,18,17",가열로18호기,"3500SQ X 3016.2SQ X 600T
",S355NL,2차작업(마무리) 시방서 참고,18호기,CARBON,1,91370,1,6.34,2020-07-02 05:02
4630,5079,P15,2020-07-03,주간,200601-19198-001,"1,2","18,17",가열로18호기,"700.00 X 0.00 X 6110.00
",42CrMo4,"7/2 20~21시 입고 예정(열괴)
오후 작업 요청  시방서 참고",,ALLOY,2,23100,2,26.19,2020-07-02 13:14
4631,5080,P15,2020-07-03,주간,200603-17035-001,1,"18,17",가열로18호기,"1380.00 X 910.00 X 6060.00
",TWS355,코깅바 사용  1차작업  최대한 크게 절단,,CARBON,1,41000,1,46.49,2020-07-02 13:14
4632,5081,P15,2020-07-03,주간,200616-19981-001,1,"18,17",가열로18호기,"2601.00 X 0.00 X 606.00
",SF490V,7/2 주간조에서 이동 COG,,CARBON,1,40100,1,45.47,2020-07-02 13:14
4633,5144,P15,2020-07-07,주간,200624-15200-009,1,"19,18,17",가열로18호기,"2716.00 X 2500.00 X 3850.00
",A266MGr2,"7/6 20시 입고 예정(열괴)  COG
마지막 작업",18호기,CARBON,1,70600,1,78.04,2020-07-06 08:30
4634,5145,P15,2020-07-07,주간,200622-01207-001,1,"19,18,17",가열로18호기,"1455.00 X 0.00 X 1645.00
",SNCM439,"7/6 16~17시 입고 예정(열괴)
7/7 야간작업분",18호기,ALLOY,1,43100,1,47.64,2020-07-06 08:30
4635,5146,P15,2020-07-07,주간,200622-01207-002,1,"19,18,17",가열로18호기,"1455.00 X 0.00 X 1745.00
",SNCM439,"7/6 16~17시 입고 예정(열괴)
7/7 야간작업분",18호기,ALLOY,1,37100,1,41.01,2020-07-06 08:30
4636,5154,P15,2020-07-07,야간,200615-19151-001,1,"20,18,06",가열로18호기,"8307.00 X 7847.00 X 462.00
",A350LF2,"4차작업   3980*2700*750
13호기 비워지는 것 보고 작업할 것",18호기,CARBON,1,44435,1,14.8,2020-07-07 13:29
4637,5155,P15,2020-07-07,야간,200622-01207-001,1,"20,18,06",가열로18호기,"1455.00 X 0.00 X 1645.00
",SNCM439,투입완료  시방서 참고  1차작업,18호기,ALLOY,1,43100,1,14.36,2020-07-07 13:29
4638,5156,P15,2020-07-07,야간,200622-01207-002,1,"20,18,06",가열로18호기,"1455.00 X 0.00 X 1745.00
",SNCM439,투입완료  시방서 참고  1차작업,18호기,ALLOY,1,37100,1,12.36,2020-07-07 13:29
4639,5207,P15,2020-07-08,야간,190910-99010-001,1,"18,06",가열로18호기,"520.00 X 0.00 X 7580.00
",42CrMo4,7/8 02~04시 입고 예정(열괴)  시방서 참고,,ALLOY,1,21350,1,35.26,2020-07-08 01:46
4640,5209,P15,2020-07-08,야간,200414-12161-004,1,"18,06",가열로18호기,"1220.00 X 0.00 X 6720.00
",42CrMo4,"7/8 02~04시 입고 예정(열괴)  시방서 참고
1차작업",,ALLOY,1,27850,1,46,2020-07-08 01:46
4641,5210,P15,2020-07-08,야간,200624-15200-009,1,"18,06",가열로18호기,"2716.00 X 2500.00 X 3850.00
",A266MGr2,"코깅바 사용  1차작업(PUNCH)
마지막 작업",,CARBON,1,59300,1,97.94,2020-07-08 01:46
4642,5208,P15,2020-07-08,야간,200414-12161-002,1,"18,06",가열로18호기,"1220.00 X 0.00 X 6720.00
",42CrMo4,"7/8 02~04시 입고 예정(열괴)  시방서 참고
1차작업",,ALLOY,1,27850,1,46,2020-07-08 01:46
4643,5214,P15,2020-07-08,야간,200212-15045-012,11,"18,06",가열로18호기,"1750.00 X 542.00 X 835.00
",S20CrMoVS,"400T  7/7 주간예열 7/7 야간절단
1차작업  시방서 참고",,ALLOY,1,13200,1,21.8,2020-07-08 01:46
4644,5251,P15,2020-07-09,주간,200414-12161-002,1,"18,19,20",가열로18호기,"1220.00 X 0.00 X 6720.00
",42CrMo4,2차작업 시방서 참고,,ALLOY,1,27850,1,10.37,2020-07-09 05:50
4645,5252,P15,2020-07-09,주간,200212-15045-012,11,"18,19,20",가열로18호기,"1750.00 X 542.00 X 835.00
",S20CrMoVS,"2차작업(금형작업)  시방서 참고
오전 작업 요청  초긴급",,ALLOY,1,13200,1,4.92,2020-07-09 05:50
4646,5250,P15,2020-07-09,주간,200624-15200-009,1,"18,19,20",가열로18호기,"2716.00 X 2500.00 X 3850.00
",A266MGr2,2차작업(PIPE),,CARBON,1,59300,1,22.08,2020-07-09 05:50
4647,5254,P15,2020-07-09,주간,200415-70190-004,3,"18,19,20",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,"7/9 02시 입고 예정(열괴)
7/9 야간작업분",,ALLOY,1,38600,1,14.37,2020-07-09 05:50
4648,5265,P15,2020-07-09,야간,200415-70190-004,3,"18,17,06",가열로18호기,"4529.00 X 0.00 X 125.00
",F11,투입완료  COG,,ALLOY,1,38600,1,18.18,2020-07-09 16:12
4649,5264,P15,2020-07-09,야간,200624-15200-009,1,"18,17,06",가열로18호기,"2716.00 X 2500.00 X 3850.00
",A266MGr2,3차작업,,CARBON,1,59300,1,27.93,2020-07-09 16:12
4650,5293,P15,2020-07-10,주간,200624-15200-009,1,"20,19,18",가열로18호기,"2716.00 X 2500.00 X 3850.00
",A266MGr2,4차작업(마무리),,CARBON,1,59300,1,9.51,2020-07-10 04:56
4651,5336,P15,2020-07-13,주간,200701-19955-003,1,"20,18,17,13",가열로18호기,"3460.00 X 0.00 X 132.00
",F316L,"코깅바 사용  7/10 투입 가우징후 투입
1차작업 주입구 압탕 구분",,SUS,1,15500,1,27.2,2020-07-11 07:00
4652,5337,P15,2020-07-13,주간,200701-19955-004,1,"20,18,17,13",가열로18호기,"3460.00 X 0.00 X 138.00
",F316L,"코깅바 사용  7/10 투입 가우징후 투입
1차작업 주입구 압탕 구분",,SUS,1,15990,1,28.06,2020-07-11 07:00
4653,5338,P15,2020-07-13,주간,200415-70190-003,3,"20,18,17,13",가열로18호기,"5080.00 X 4531.00 X 1115.00
",F11,"코깅바 사용  7/10 투입  1차작업
작업후 열처리 요청",,ALLOY,1,56280,1,98.77,2020-07-11 07:00
4654,5335,P15,2020-07-13,주간,200624-15200-007,1,"20,18,17,13",가열로18호기,"2716.00 X 2500.00 X 3680.00
",A266MGr2,코깅바 사용  7/10 투입  1차작업,,CARBON,1,58500,1,102.66,2020-07-11 07:00
4655,446,P15,2020-03-10,야간,200123-17035-001,1,"19,13",가열로19호기,"725.00 X 0.00 X 10805.00
",SF490VM1,"3/9 21~23시 입고 예정(열괴)
시방서 참고(열처리 태상)",19호기,CARBON,1,47600,1,13.12,2020-03-10 16:41
4656,445,P15,2020-03-10,야간,200102-19503-002,"1,2","19,13",가열로19호기,"1257.00 X 0.00 X 13570.00
",SF490VM4,"3/9 21~23시 입고 예정(열괴)
시방서 참고(열처리 태상)",19호기,CARBON,2,49600,2,13.67,2020-03-10 16:41
4657,518,P15,2020-03-11,야간,200116-17035-001,1,"19,18,06,13",가열로19호기,"1435.00 X 850.00 X 5931.00
",SF490VM1,3/12 주간작업분,19호기,CARBON,1,38000,1,23.92,2020-03-11 08:47
4658,517,P15,2020-03-11,야간,200121-19151-001,2,"19,18,06,13",가열로19호기,"6623.00 X 6077.80 X 705.00
",A350LF2,"코깅바  투입완료  1차작업
4130*3000*1295   70/70/375",19호기,CARBON,1,67500,1,42.49,2020-03-11 08:47
4659,516,P15,2020-03-11,야간,191227-17035-001,1,"19,18,06,13",가열로19호기,"1400.00 X 815.00 X 5501.00
",TWS355,2차작업 시방서 참고  자리 비워 둘 것,6호기,CARBON,1,39000,1,24.55,2020-03-11 08:47
4660,598,P15,2020-03-12,주간,191227-17035-001,1,"18,19",가열로19호기,"1400.00 X 815.00 X 5501.00
",TWS355,3차작업 시방서 참고  ￠740 t/bar,19호기,CARBON,1,39000,1,-4.7,2020-03-12 04:37
4661,597,P15,2020-03-12,주간,200116-17035-001,1,"18,19",가열로19호기,"1435.00 X 850.00 X 5931.00
",SF490VM1,2차작업 시방서 참고  ￠760 t/bar,19호기,CARBON,1,38000,1,-4.58,2020-03-12 04:37
4662,596,P15,2020-03-12,주간,200121-19151-001,2,"18,19",가열로19호기,"6623.00 X 6077.80 X 705.00
",A350LF2,"2,3차작업
4130*3000*1295   70/70/375",19호기,CARBON,1,67500,1,-8.13,2020-03-12 04:37
4663,653,P15,2020-03-13,주간,200116-17035-001,1,"19,18,06",가열로19호기,"1435.00 X 850.00 X 5931.00
",SF490VM1,"3차작업(마무리)  시방서 참고
￠760 t/bar",19호기,CARBON,1,38000,1,35.27,2020-03-12 18:41
4664,652,P15,2020-03-13,주간,200102-19157-009,"1,2","19,18,06",가열로19호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,3/12 18~21시 입고 예정(열괴)  COG,19호기,CARBON,2,43600,2,40.46,2020-03-12 18:41
4665,717,P15,2020-03-16,야간,200121-15017-001,2,"06,13,19",가열로19호기,"1190.00 X 716.00 X 5265.00
",SF490VM1,"2,3차작업  시방서참고  자리 비워 둘것",19호기,CARBON,1,26500,1,68.15,2020-03-14 07:00
4666,719,P15,2020-03-16,야간,190909-19581-004,1,"06,13,19",가열로19호기,"595.00 X 0.00 X 7652.00
",SF490VM3,3/13 투입 절단반(냉괴) 시방서 참고,19호기,CARBON,1,25600,1,65.83,2020-03-14 07:00
4667,718,P15,2020-03-16,야간,200213-19151-007,"1,2","06,13,19",가열로19호기,"2031.00 X 1614.00 X 2404.00
",F22,"코깅바 사용  1차작업  3/13 투입
70/70/150",19호기,ALLOY,2,36500,2,93.86,2020-03-14 07:00
4668,771,P15,2020-03-17,주간,200213-19151-007,"1,2","20,19,18,17",가열로19호기,"2031.00 X 1614.00 X 2404.00
",F22,"2,3차작업(마무리)  ",,ALLOY,2,36500,2,28.31,2020-03-17 06:07
4669,846,P15,2020-03-18,야간,200214-15226-003,1,,가열로19호기,"2918.00 X 2570.00 X 3100.00
",A266MGr2,"3/18 04~06시 입고 예정(열괴)  COG
자리 비워 둘 것  3/19 주간작업분",19호기,CARBON,1,81737,1,84.21,2020-03-17 21:00
4670,845,P15,2020-03-18,야간,191020-15200-005,1,,가열로19호기,"5793.00 X 5531.30 X 444.10
",SA350LF3,"코깅바 사용  3/16 야간절단
3/17 주간 투입  1차작업  급가열 주의",19호기,ALLOY,1,41500,1,42.76,2020-03-17 21:00
4671,844,P15,2020-03-18,야간,191020-15200-004,1,,가열로19호기,"5793.00 X 5531.30 X 444.10
",SA350LF3,"코깅바 사용  3/16 야간절단
3/17 주간 투입  1차작업  급가열 주의",19호기,ALLOY,1,41500,1,42.76,2020-03-17 21:00
4672,843,P15,2020-03-18,야간,200204-19411-030,"3,4",,가열로19호기,"6000.00 X 5354.00 X 199.00
",S355NL,"1000 R/BLOOM  TEST건
3/17 야간투입 자리 비워 둘 것",19호기,CARBON,2,12555,2,12.94,2020-03-17 21:00
4673,900,P15,2020-03-19,주간,200206-60176-001,1,"17,18,19",가열로19호기,"4190.00 X 3010.00 X 580.00
",42CrMo4M,투입완료  COG,19호기,ALLOY,1,46100,1,13.53,2020-03-18 23:09
4674,901,P15,2020-03-19,주간,200214-15226-003,1,"17,18,19",가열로19호기,"2918.00 X 2570.00 X 3100.00
",A266MGr2,투입완료  COG,19호기,CARBON,1,81737,1,23.99,2020-03-18 23:09
4675,910,P15,2020-03-19,주간,200212-KO483-002,1,"17,18,19",가열로19호기,"2000.00 X 720.00 X 2212.00
",S35C,"2,3차작업(마무리)  시방서 참고",19호기,,1,47600,1,13.97,2020-03-18 23:09
4676,972,P15,2020-03-20,주간,200102-19157-009,"1,2","19,17,18",가열로19호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,"2차작업(pipe)  자리 비워 둘 것
길이 2840L 이상 확보",19호기,CARBON,2,36500,2,12.84,2020-03-19 16:54
4677,971,P15,2020-03-20,주간,190905-19234-090,"1,2","19,17,18",가열로19호기,"6522.00 X 5342.00 X 201.00
",S355Mn,700T  1차작업  3/18 야간투입,19호기,CARBON,2,25950,2,9.13,2020-03-19 16:54
4678,970,P15,2020-03-20,주간,190909-19581-006,1,"19,17,18",가열로19호기,"595.00 X 0.00 X 7652.00
",SF490VM3,"3/18 야간투입  시방서 참고
절단반 투입(냉괴)  오후 작업",19호기,CARBON,1,25600,1,9.01,2020-03-19 16:54
4679,988,P15,2020-03-20,야간,190905-19234-090,"1,2","19,13,06",가열로19호기,"6522.00 X 5342.00 X 201.00
",S355Mn,2차작업(마무리),,CARBON,2,25950,2,17.63,2020-03-20 18:14
4680,987,P15,2020-03-20,야간,200102-19157-009,"1,2","19,13,06",가열로19호기,"2060.00 X 1709.00 X 2660.00
",A266MGr2,3차작업(마무리)  ,,CARBON,2,36500,2,24.8,2020-03-20 18:14
4681,1039,P15,2020-03-23,주간,200213-19151-006,1,"19,18,17,13",가열로19호기,"2222.00 X 0.00 X 1983.00
",F22,"2,3차작업 시방서 참고",,ALLOY,1,76964,1,66.66,2020-03-21 07:00
4682,1041,P15,2020-03-23,주간,200228-14072-008,1,"19,18,17,13",가열로19호기,"2732.00 X 1972.00 X 893.10
",F304L,"2,3차작업 시방서 참고  COG
압탕 나이프 절단 검토",,SUS 304,1,33850,1,29.32,2020-03-21 07:00
4683,1040,P15,2020-03-23,주간,200228-14072-009,1,"19,18,17,13",가열로19호기,"2970.00 X 1972.00 X 993.50
",F304L,"2,3차작업 시방서 참고  COG
압탕 나이프 절단 검토",,SUS 304,1,58600,1,50.76,2020-03-21 07:00
4684,1061,P15,2020-03-23,야간,200213-19151-006,1,"06,13,17,19",가열로19호기,"2222.00 X 0.00 X 1983.00
",F22,3/24 주간작업분,,ALLOY,1,76964,1,23.31,2020-03-23 19:04
4685,1055,P15,2020-03-23,야간,200104-17035-002,1,"06,13,17,19",가열로19호기,"1400.00 X 940.00 X 5600.00
",SF490V,"2,3차작업 시방서 참고",,CARBON,1,39500,1,11.96,2020-03-23 19:04
4686,1131,P15,2020-03-24,주간,191020-15200-005,1,"20,19,18,17",가열로19호기,"5793.00 X 5531.30 X 444.10
",SA350LF3,3차작업(마무리)  2860*1500*1100,19호기,ALLOY,1,41500,1,5.79,2020-03-24 06:35
4687,1133,P15,2020-03-24,주간,200104-17035-002,1,"20,19,18,17",가열로19호기,"1400.00 X 940.00 X 5600.00
",SF490V,3/24 야간작업분,19호기,CARBON,1,39500,1,5.51,2020-03-24 06:35
4688,1132,P15,2020-03-24,주간,200206-60176-001,1,"20,19,18,17",가열로19호기,"4190.00 X 3010.00 X 580.00
",42CrMo4M,2차작업,19호기,ALLOY,1,37750,1,5.26,2020-03-24 06:35
4689,1138,P15,2020-03-24,야간,200214-15226-006,1,"20,19,06",가열로19호기,"1804.00 X 1580.00 X 4620.00
",A266MGr2,코깅바 투입완료  1차작업,19호기,CARBON,1,44000,1,20,2020-03-24 09:23
4690,1137,P15,2020-03-24,야간,200214-15226-003,1,"20,19,06",가열로19호기,"2918.00 X 2570.00 X 3100.00
",A266MGr2,코깅바 투입완료  1차작업,19호기,CARBON,1,60500,1,27.5,2020-03-24 09:23
4691,1136,P15,2020-03-24,야간,200104-17035-002,1,"20,19,06",가열로19호기,"1400.00 X 940.00 X 5600.00
",SF490V,3차작업(마무리) 시방서 참고,19호기,CARBON,1,39500,1,17.96,2020-03-24 09:23
4692,1187,P15,2020-03-25,야간,191118-15111-003,"1,2","19,18,06",가열로19호기,"1395.00 X 0.00 X 10634.00
",S45C,"3/25 06시 입고 예정(열괴)
3/25 야간작업분",19호기,CARBON,2,41100,2,27.65,2020-03-25 05:29
4693,1186,P15,2020-03-25,야간,190508-15111-002,"1,2","19,18,06",가열로19호기,"745.00 X 0.00 X 12007.00
",SF490V,"3/25 06시 입고 예정(열괴)
3/25 야간작업분",19호기,CARBON,2,55600,2,37.41,2020-03-25 05:29
4694,1251,P15,2020-03-26,야간,200213-19151-005,1,"19,06",가열로19호기,"2006.00 X 1539.00 X 2783.00
",F22,"3/26 06~07시 입고 예정(열괴)
3/27 주간작업분",19호기,ALLOY,1,53100,1,26.5,2020-03-26 04:37
4695,1248,P15,2020-03-26,야간,190508-15111-002,"1,2","19,06",가열로19호기,"745.00 X 0.00 X 12007.00
",SF490V,투입완료  시방서 참고,19호기,CARBON,2,55600,2,27.75,2020-03-26 04:37
4696,1312,P15,2020-03-27,야간,191021-19133-003,1,,가열로19호기,"5500.00 X 4700.00 X 400.00
",SFCM880R,"코깅바 사용  1차작업  2668*1000*770
35/65/100(시편) ",19호기,ALLOY,1,30480,1,55.56,2020-03-27 05:04
4697,1308,P15,2020-03-27,야간,200213-19151-003,1,,가열로19호기,"1776.00 X 1389.00 X 2237.00
",F22,코깅바 사용  1차작업 ,19호기,ALLOY,1,25950,1,47.3,2020-03-27 05:04
4698,1306,P15,2020-03-27,야간,200214-19235-003,7,,가열로19호기,"300SQ X 612SQ X 6290T 
",A350LF2,700T  사용소재 통보  1차작업,19호기,CARBON,3,32000,1,58.33,2020-03-27 05:04
4699,1307,P15,2020-03-27,야간,200214-19235-003,10,,가열로19호기,"300SQ X 612SQ X 6290T 
",A350LF2,700T  사용소재 통보  1차작업,19호기,CARBON,3,31000,1,56.5,2020-03-27 05:04
4700,1362,P15,2020-03-30,주간,200213-19151-003,1,"20,19,17,06",가열로19호기,"1776.00 X 1389.00 X 2237.00
",F22,"2,3차작업(마무리)   60/60/150",19호기,ALLOY,1,25950,1,59.89,2020-03-28 07:00
4701,1363,P15,2020-03-30,주간,200214-19235-003,1,"20,19,17,06",가열로19호기,"300SQ X 612SQ X 6290T 
",A350LF2,"2,3차작업(마무리)  시방서 참고",19호기,CARBON,3,32000,1,73.85,2020-03-28 07:00
4702,1364,P15,2020-03-30,주간,200214-19235-003,4,"20,19,17,06",가열로19호기,"300SQ X 612SQ X 6290T 
",A350LF2,"2,3차작업(마무리)  시방서 참고",19호기,CARBON,3,31000,1,71.55,2020-03-28 07:00
4703,1365,P15,2020-03-30,주간,200313-19095-001,1,"20,19,17,06",가열로19호기,"7000.00 X 6000.00 X 210.00
",TWS355,2차작업  2680*800*640,19호기,CARBON,1,27000,1,62.31,2020-03-28 07:00
4704,1429,P15,2020-03-31,주간,190905-19234-096,"1,2","20,19,07",가열로19호기,"6522.00 X 5342.00 X 201.00
",TWS355,"2차작업   자리 비워 둘 것
오후 작업 요청",19호기,CARBON,2,25950,2,40,2020-03-30 18:31
4705,1430,P15,2020-03-31,주간,200213-19151-005,1,"20,19,07",가열로19호기,"2006.00 X 1539.00 X 2783.00
",F22,코깅바 투입완료  1차작업,19호기,ALLOY,1,43500,1,67.06,2020-03-30 18:31
4706,1435,P15,2020-03-31,주간,190905-19234-103,"1,2","20,19,07",가열로19호기,"4185.00 X 3778.00 X 601.00
",TWS355,"700T  단조비 충분히 줄 것
필히작업 절단여부 확인(3/27 야)",7호기,CARBON,2,16085,2,24.8,2020-03-30 18:31
4707,1431,P15,2020-03-31,주간,191218-19054-010,"1,2","20,19,07",가열로19호기,"4804.00 X 3684.00 X 270.00
",TWS355,700T  단조비 충분히 줄 것,19호기,CARBON,2,19615,2,30.24,2020-03-30 18:31
4708,1492,P15,2020-04-01,주간,200313-19042-001,6,"20,19,07,13",가열로19호기,"4804.00 X 3684.00 X 270.00
",TW355,700T  단조비 충분히 줄 것,,CARBON,1,19615,1,19.48,2020-03-31 16:16
4709,1491,P15,2020-04-01,주간,200213-19151-005,1,"20,19,07,13",가열로19호기,"2006.00 X 1539.00 X 2783.00
",F22,"2,3차작업(마무리)  작업후 절단반 이동
열처리전 양단절단",,ALLOY,1,43500,1,43.2,2020-03-31 16:16
4710,1490,P15,2020-04-01,주간,200311-60176-001,1,"20,19,07,13",가열로19호기,"1300.00 X 0.00 X 6075.00
",42CrMo4,"3/31 주간조에서 이동 시방서 참고
1차작업  오후 작업 요청",,ALLOY,1,59100,1,58.69,2020-03-31 16:16
4711,1489,P15,2020-04-01,주간,200310-15226-002,1,"20,19,07,13",가열로19호기,"3344.00 X 0.00 X 250.00
",A266MGr2,3/31 17시 입고예정(열괴)  COG,,CARBON,1,29850,1,29.64,2020-03-31 16:16
4712,1560,P15,2020-04-02,주간,191225-15111-003,1,"20,19,07",가열로19호기,"930.00 X 0.00 X 9082.00
",S45C,"4/1 23~4/2 02시 입고예정(열괴) 
시방서 참고  4/2 야간작업분",,CARBON,1,39600,1,30.89,2020-04-01 19:11
